ano,mes,data,regiao,uf,cidade,startup,setor,funcionarios,investimento_recebido,faturamento,crescimento_percentual,estagio,tecnologia_principal,nivel_inovacao
2022,2,2022-02-01,Sul,PR,Londrina,Startup_067,Retailtech,652,232334.86,231751.72,12.54,Scale-up,IA,Alto
2022,2,2022-02-01,Sul,SC,Florianópolis,Startup_171,IA,769,227088.54,182202.29,173.32,Seed,Big Data,Baixo
2022,2,2022-02-01,Sul,SC,Joinville,Startup_183,Agritech,480,102205.12,288194.32,147.49,Série B,Cloud,Médio
2022,2,2022-02-01,Sul,RS,Porto Alegre,Startup_160,Fintech,384,133508.94,107686.01,5.1,Ideação,Cloud,Alto
2022,2,2022-02-01,Sul,RS,Caxias do Sul,Startup_099,Retailtech,686,129923.06,173474.84,13.93,Scale-up,IA,Alto
2022,3,2022-03-01,Norte,AM,Manaus,Startup_054,Healthtech,228,145104.92,487208.93,98.67,Seed,SaaS,Alto
2022,3,2022-03-01,Norte,PA,Belém,Startup_059,IA,749,366998.3,467752.09,-5.34,Série B,Blockchain,Alto
2022,3,2022-03-01,Norte,PA,Santarém,Startup_113,Healthtech,284,205195.76,524853.18,159.4,Seed,SaaS,Baixo
2022,3,2022-03-01,Norte,RO,Porto Velho,Startup_039,Agritech,755,146236.46,269381.42,83.06,Série B,Cloud,Disruptivo
2022,3,2022-03-01,Norte,TO,Palmas,Startup_012,Healthtech,229,171616.06,111814.51,4.82,Scale-up,Blockchain,Disruptivo
2022,3,2022-03-01,Nordeste,BA,Salvador,Startup_106,Edtech,333,70229.94,188474.16,159.05,Scale-up,Cloud,Baixo
2022,3,2022-03-01,Nordeste,BA,Feira de Santana,Startup_036,Edtech,623,277216.1,389602.35,-15.16,Ideação,Cloud,Alto
2022,3,2022-03-01,Nordeste,PE,Recife,Startup_120,Agritech,694,32996.92,498573.6,151.79,Ideação,IA,Alto
2022,3,2022-03-01,Nordeste,PE,Jaboatão dos Guararapes,Startup_154,Healthtech,14,124466.05,294468.46,36.03,Série B,Blockchain,Alto
2022,3,2022-03-01,Nordeste,CE,Fortaleza,Startup_042,Fintech,329,131014.56,336859.35,6.72,Série A,IA,Disruptivo
2022,3,2022-03-01,Nordeste,CE,Juazeiro do Norte,Startup_036,Edtech,700,286742.83,72889.94,161.2,Série B,IA,Médio
2022,3,2022-03-01,Nordeste,MA,São Luís,Startup_171,Edtech,26,596879.99,255002.64,27.88,Ideação,IA,Baixo
2022,3,2022-03-01,Nordeste,PB,João Pessoa,Startup_050,Edtech,620,391936.32,84316.25,175.44,Scale-up,Cloud,Baixo
2022,3,2022-03-01,Centro-Oeste,DF,Brasília,Startup_152,Retailtech,238,63554.27,204027.81,50.28,Série B,Cloud,Disruptivo
2022,3,2022-03-01,Centro-Oeste,GO,Goiânia,Startup_122,Fintech,596,67931.15,284812.71,147.76,Ideação,SaaS,Médio
2022,3,2022-03-01,Centro-Oeste,GO,Aparecida de Goiânia,Startup_153,Retailtech,745,502245.57,766973.29,75.74,Série B,Big Data,Disruptivo
2022,3,2022-03-01,Centro-Oeste,MT,Cuiabá,Startup_185,IA,634,661719.51,111305.51,142.55,Ideação,Big Data,Baixo
2022,3,2022-03-01,Centro-Oeste,MS,Campo Grande,Startup_188,Healthtech,589,561419.97,341827.72,12.7,Seed,Cloud,Médio
2022,3,2022-03-01,Sudeste,SP,São Paulo,Startup_118,Retailtech,590,465153.88,15747.18,58.18,Scale-up,IoT,Médio
2022,3,2022-03-01,Sudeste,SP,Campinas,Startup_145,IA,696,71321.2,62243.06,-7.87,Ideação,Big Data,Médio
2022,3,2022-03-01,Sudeste,SP,Ribeirão Preto,Startup_042,Agritech,54,577899.03,236912.86,151.92,Série B,Big Data,Médio
2022,3,2022-03-01,Sudeste,RJ,Rio de Janeiro,Startup_045,Fintech,452,132701.54,187673.97,-4.38,Série B,IA,Baixo
2022,3,2022-03-01,Sudeste,RJ,Niterói,Startup_119,Edtech,387,150566.43,415864.9,34.19,Série B,SaaS,Disruptivo
2022,3,2022-03-01,Sudeste,RJ,Nova Iguaçu,Startup_059,IA,495,115313.55,215688.24,55.11,Ideação,IoT,Baixo
2022,3,2022-03-01,Sudeste,RJ,Petrópolis,Startup_048,Fintech,696,307852.44,61852.72,10.22,Seed,Cloud,Baixo
2022,3,2022-03-01,Sudeste,MG,Belo Horizonte,Startup_083,Retailtech,411,139743.13,70137.28,159.57,Scale-up,Cloud,Médio
2022,3,2022-03-01,Sudeste,MG,Uberlândia,Startup_037,IA,204,232403.94,222971.49,-17.82,Scale-up,Cloud,Alto
2022,3,2022-03-01,Sudeste,MG,Juiz de Fora,Startup_137,Fintech,50,547842.79,100954.95,-9.6,Série B,Blockchain,Disruptivo
2022,3,2022-03-01,Sudeste,ES,Vitória,Startup_117,Edtech,743,125734.38,132120.73,162.52,Ideação,Big Data,Médio
2022,3,2022-03-01,Sudeste,ES,Vila Velha,Startup_169,Edtech,333,147450.91,42422.7,13.2,Ideação,Big Data,Médio
2022,3,2022-03-01,Sudeste,ES,Serra,Startup_081,Healthtech,137,1406587.3,57982.01,103.23,Scale-up,Big Data,Alto
2022,3,2022-03-01,Sul,PR,Curitiba,Startup_173,Retailtech,81,127312.83,231080.29,37.73,Seed,Cloud,Baixo
2022,3,2022-03-01,Sul,PR,Londrina,Startup_159,Fintech,379,115804.45,97722.0,45.93,Seed,SaaS,Disruptivo
2022,3,2022-03-01,Sul,SC,Florianópolis,Startup_183,Retailtech,177,536076.56,57935.37,-7.67,Série B,Blockchain,Médio
2022,3,2022-03-01,Sul,SC,Joinville,Startup_013,Edtech,180,400937.9,106213.91,101.1,Ideação,IA,Disruptivo
2022,3,2022-03-01,Sul,RS,Porto Alegre,Startup_153,Healthtech,145,464859.95,244355.72,86.9,Série B,IoT,Disruptivo
2022,3,2022-03-01,Sul,RS,Caxias do Sul,Startup_031,Healthtech,66,494626.21,352253.01,160.89,Série A,IoT,Disruptivo
2022,4,2022-04-01,Norte,AM,Manaus,Startup_183,Fintech,165,293175.0,85746.36,120.67,Seed,Blockchain,Alto
2022,4,2022-04-01,Norte,PA,Belém,Startup_163,Agritech,289,219718.56,723775.55,3.86,Seed,IoT,Disruptivo
2022,4,2022-04-01,Norte,PA,Santarém,Startup_061,Edtech,141,200860.29,86631.42,-18.71,Ideação,Blockchain,Disruptivo
2022,4,2022-04-01,Norte,RO,Porto Velho,Startup_172,Healthtech,706,181324.52,47800.2,33.19,Seed,Big Data,Alto
2022,4,2022-04-01,Norte,TO,Palmas,Startup_172,Fintech,206,545506.68,231829.4,133.55,Seed,Blockchain,Alto
2022,4,2022-04-01,Nordeste,BA,Salvador,Startup_144,Agritech,167,117449.15,171729.64,178.3,Série B,IA,Alto
2022,4,2022-04-01,Nordeste,BA,Feira de Santana,Startup_089,Agritech,42,32844.39,290639.68,18.7,Série A,SaaS,Baixo
2022,4,2022-04-01,Nordeste,PE,Recife,Startup_006,Fintech,108,200726.25,165343.27,-8.97,Série A,SaaS,Alto
2022,4,2022-04-01,Nordeste,PE,Jaboatão dos Guararapes,Startup_131,Retailtech,787,20410.61,57999.21,115.66,Ideação,Cloud,Médio
2022,4,2022-04-01,Nordeste,CE,Fortaleza,Startup_161,IA,796,94382.22,756139.26,71.02,Seed,IoT,Alto
2022,4,2022-04-01,Nordeste,CE,Juazeiro do Norte,Startup_018,Fintech,680,51121.48,72237.89,65.49,Scale-up,IA,Disruptivo
2022,4,2022-04-01,Nordeste,MA,São Luís,Startup_170,Retailtech,315,503794.07,133430.86,10.11,Série B,IA,Baixo
2022,4,2022-04-01,Nordeste,PB,João Pessoa,Startup_019,IA,563,54034.87,69692.05,101.44,Seed,IA,Médio
2022,4,2022-04-01,Centro-Oeste,DF,Brasília,Startup_168,Fintech,3,146365.52,767246.42,25.92,Seed,Big Data,Alto
2022,4,2022-04-01,Centro-Oeste,GO,Goiânia,Startup_187,Fintech,450,252157.35,175554.48,130.11,Série A,IoT,Disruptivo
2022,4,2022-04-01,Centro-Oeste,GO,Aparecida de Goiânia,Startup_059,Retailtech,481,5207417.48,344685.64,-6.05,Série B,IA,Alto
2022,4,2022-04-01,Centro-Oeste,MT,Cuiabá,Startup_023,Healthtech,146,680953.63,66170.92,18.44,Seed,IA,Médio
2022,4,2022-04-01,Centro-Oeste,MS,Campo Grande,Startup_026,Edtech,716,45691.87,267019.8,100.49,Scale-up,Cloud,Alto
2022,4,2022-04-01,Sudeste,SP,São Paulo,Startup_130,IA,131,372282.88,107213.09,119.5,Série A,IA,Baixo
2022,4,2022-04-01,Sudeste,SP,Campinas,Startup_154,Edtech,189,40225.71,517812.62,126.12,Scale-up,SaaS,Baixo
2022,4,2022-04-01,Sudeste,SP,Ribeirão Preto,Startup_148,Fintech,727,229434.37,213281.91,113.0,Série A,Blockchain,Médio
2022,4,2022-04-01,Sudeste,RJ,Rio de Janeiro,Startup_065,Retailtech,366,179667.65,307747.16,69.86,Seed,Cloud,Disruptivo
2022,4,2022-04-01,Sudeste,RJ,Niterói,Startup_144,Healthtech,79,100406.23,145536.96,37.32,Seed,Cloud,Disruptivo
2022,4,2022-04-01,Sudeste,RJ,Nova Iguaçu,Startup_157,Fintech,710,51291.92,107461.99,46.92,Ideação,SaaS,Disruptivo
2022,4,2022-04-01,Sudeste,RJ,Petrópolis,Startup_017,Edtech,260,546482.49,372078.47,133.04,Série B,IA,Disruptivo
2022,4,2022-04-01,Sudeste,MG,Belo Horizonte,Startup_119,IA,598,396908.8,269364.11,-2.76,Ideação,SaaS,Baixo
2022,4,2022-04-01,Sudeste,MG,Uberlândia,Startup_151,Fintech,222,419724.77,264121.46,6.23,Scale-up,Blockchain,Baixo
2022,4,2022-04-01,Sudeste,MG,Juiz de Fora,Startup_085,Fintech,402,101637.76,187573.6,67.9,Série A,IA,Baixo
2022,4,2022-04-01,Sudeste,ES,Vitória,Startup_170,IA,155,15910.33,111122.99,37.05,Série A,Big Data,Médio
2022,4,2022-04-01,Sudeste,ES,Vila Velha,Startup_042,IA,192,150841.22,954690.55,21.99,Seed,Cloud,Disruptivo
2022,4,2022-04-01,Sudeste,ES,Serra,Startup_011,Fintech,502,369718.47,506821.99,112.8,Série B,Blockchain,Disruptivo
2022,4,2022-04-01,Sul,PR,Curitiba,Startup_077,IA,584,274456.66,983682.43,105.75,Série A,SaaS,Disruptivo
2022,4,2022-04-01,Sul,PR,Londrina,Startup_061,Edtech,748,138694.33,211544.31,79.73,Série A,SaaS,Baixo
2022,4,2022-04-01,Sul,SC,Florianópolis,Startup_041,IA,628,555947.61,47096.73,79.97,Série B,Big Data,Baixo
2022,4,2022-04-01,Sul,SC,Joinville,Startup_041,IA,422,128064.36,50731.04,160.74,Série B,Big Data,Médio
2022,4,2022-04-01,Sul,RS,Porto Alegre,Startup_036,Agritech,761,136921.79,45475.93,71.46,Seed,SaaS,Baixo
2022,4,2022-04-01,Sul,RS,Caxias do Sul,Startup_196,Healthtech,555,313000.32,145328.52,136.29,Ideação,Cloud,Disruptivo
2022,5,2022-05-01,Norte,AM,Manaus,Startup_053,IA,233,346571.34,85000.44,83.72,Scale-up,IoT,Baixo
2022,5,2022-05-01,Norte,PA,Belém,Startup_079,Edtech,359,63915.54,435802.73,151.2,Série B,Cloud,Médio
2022,5,2022-05-01,Norte,PA,Santarém,Startup_021,Healthtech,749,70209.48,465543.68,135.67,Seed,Blockchain,Baixo
2022,5,2022-05-01,Norte,RO,Porto Velho,Startup_147,Healthtech,390,313396.82,183896.9,75.15,Série B,SaaS,Alto
2022,5,2022-05-01,Norte,TO,Palmas,Startup_086,IA,684,98545.35,131190.29,122.48,Seed,SaaS,Alto
2022,5,2022-05-01,Nordeste,BA,Salvador,Startup_052,Healthtech,89,233410.94,92120.95,173.02,Scale-up,Cloud,Baixo
2022,5,2022-05-01,Nordeste,BA,Feira de Santana,Startup_138,Fintech,651,16633.58,260356.55,150.16,Série A,IA,Alto
2022,5,2022-05-01,Nordeste,PE,Recife,Startup_042,Edtech,678,138750.44,295933.39,108.11,Seed,IA,Baixo
2022,5,2022-05-01,Nordeste,PE,Jaboatão dos Guararapes,Startup_175,Agritech,127,216268.91,263974.73,54.66,Ideação,Big Data,Médio
2022,5,2022-05-01,Nordeste,CE,Fortaleza,Startup_175,Fintech,343,185665.61,124707.96,105.79,Scale-up,Big Data,Médio
2022,5,2022-05-01,Nordeste,CE,Juazeiro do Norte,Startup_022,IA,645,564769.79,309410.13,-11.2,Seed,Big Data,Baixo
2022,5,2022-05-01,Nordeste,MA,São Luís,Startup_060,Retailtech,83,224261.59,639237.75,112.51,Scale-up,IA,Baixo
2022,5,2022-05-01,Nordeste,PB,João Pessoa,Startup_074,Agritech,2,162613.25,343174.7,34.82,Série B,SaaS,Alto
2022,5,2022-05-01,Centro-Oeste,DF,Brasília,Startup_188,Agritech,437,67193.27,467360.75,13.42,Ideação,IoT,Disruptivo
2022,5,2022-05-01,Centro-Oeste,GO,Goiânia,Startup_032,Retailtech,265,49887.63,62484.92,70.18,Scale-up,SaaS,Alto
2022,5,2022-05-01,Centro-Oeste,GO,Aparecida de Goiânia,Startup_041,IA,331,65228.18,232157.68,117.35,Scale-up,Blockchain,Baixo
2022,5,2022-05-01,Centro-Oeste,MT,Cuiabá,Startup_103,IA,244,90375.91,124250.53,171.16,Scale-up,Cloud,Disruptivo
2022,5,2022-05-01,Centro-Oeste,MS,Campo Grande,Startup_151,Edtech,673,76250.91,156241.37,37.63,Série B,Blockchain,Alto
2022,5,2022-05-01,Sudeste,SP,São Paulo,Startup_060,Healthtech,142,89755.7,49968.57,157.89,Série A,SaaS,Baixo
2022,5,2022-05-01,Sudeste,SP,Campinas,Startup_194,Edtech,302,333812.97,415016.08,50.77,Série B,Blockchain,Médio
2022,5,2022-05-01,Sudeste,SP,Ribeirão Preto,Startup_190,Agritech,97,128049.36,153822.13,94.54,Ideação,IA,Disruptivo
2022,5,2022-05-01,Sudeste,RJ,Rio de Janeiro,Startup_114,Edtech,704,196158.52,752539.46,12.18,Seed,Blockchain,Baixo
2022,5,2022-05-01,Sudeste,RJ,Niterói,Startup_096,Retailtech,327,124669.93,75267.2,174.8,Seed,Big Data,Alto
2022,5,2022-05-01,Sudeste,RJ,Nova Iguaçu,Startup_184,Agritech,486,90091.92,897117.88,30.04,Seed,IA,Alto
2022,5,2022-05-01,Sudeste,RJ,Petrópolis,Startup_044,Retailtech,332,200048.96,70964.13,175.32,Série B,Blockchain,Médio
2022,5,2022-05-01,Sudeste,MG,Belo Horizonte,Startup_056,Healthtech,547,115229.01,153003.76,30.81,Scale-up,IA,Médio
2022,5,2022-05-01,Sudeste,MG,Uberlândia,Startup_164,Fintech,334,57053.8,103345.03,98.68,Série A,Blockchain,Médio
2022,5,2022-05-01,Sudeste,MG,Juiz de Fora,Startup_188,Fintech,512,996107.35,626356.14,170.15,Ideação,SaaS,Médio
2022,5,2022-05-01,Sudeste,ES,Vitória,Startup_033,Edtech,486,307281.5,200185.16,131.73,Seed,IoT,Disruptivo
2022,5,2022-05-01,Sudeste,ES,Vila Velha,Startup_012,IA,680,63476.96,2978630.52,24.93,Ideação,Blockchain,Baixo
2022,5,2022-05-01,Sudeste,ES,Serra,Startup_122,Retailtech,795,375746.63,26216.76,110.78,Seed,IA,Baixo
2022,5,2022-05-01,Sul,PR,Curitiba,Startup_170,Agritech,45,253514.09,94585.66,-13.74,Ideação,Blockchain,Disruptivo
2022,5,2022-05-01,Sul,PR,Londrina,Startup_113,IA,726,120867.18,48920.19,73.73,Ideação,Big Data,Médio
2022,5,2022-05-01,Sul,SC,Florianópolis,Startup_172,Retailtech,25,23488.33,61097.09,66.14,Seed,Cloud,Disruptivo
2022,5,2022-05-01,Sul,SC,Joinville,Startup_031,IA,582,207521.5,116993.47,75.04,Ideação,Cloud,Alto
2022,5,2022-05-01,Sul,RS,Porto Alegre,Startup_147,Edtech,689,559734.52,23623.32,115.12,Série B,Blockchain,Médio
2022,5,2022-05-01,Sul,RS,Caxias do Sul,Startup_175,Healthtech,708,502337.36,171135.21,23.99,Série A,Big Data,Disruptivo
2022,6,2022-06-01,Norte,AM,Manaus,Startup_084,IA,308,120600.48,157284.78,152.35,Scale-up,Cloud,Médio
2022,6,2022-06-01,Norte,PA,Belém,Startup_117,Fintech,455,425726.01,1339252.12,136.74,Ideação,IoT,Médio
2022,6,2022-06-01,Norte,PA,Santarém,Startup_084,Edtech,759,58374.74,590585.95,92.81,Seed,Blockchain,Médio
2022,6,2022-06-01,Norte,RO,Porto Velho,Startup_136,Retailtech,448,54929.61,170296.98,149.96,Scale-up,IA,Alto
2022,6,2022-06-01,Norte,TO,Palmas,Startup_137,Fintech,661,95614.66,62096.47,113.82,Série A,Big Data,Alto
2022,6,2022-06-01,Nordeste,BA,Salvador,Startup_124,IA,456,129603.42,1016732.27,149.31,Série B,IA,Baixo
2022,6,2022-06-01,Nordeste,BA,Feira de Santana,Startup_083,IA,289,271652.34,80198.82,90.5,Seed,Blockchain,Disruptivo
2022,6,2022-06-01,Nordeste,PE,Recife,Startup_113,Agritech,315,146916.39,164900.67,29.49,Série A,Cloud,Disruptivo
2022,6,2022-06-01,Nordeste,PE,Jaboatão dos Guararapes,Startup_005,Fintech,96,76932.58,108899.99,95.87,Seed,Big Data,Disruptivo
2022,6,2022-06-01,Nordeste,CE,Fortaleza,Startup_051,IA,757,70282.64,138810.12,6.11,Série B,SaaS,Médio
2022,6,2022-06-01,Nordeste,CE,Juazeiro do Norte,Startup_137,IA,671,382251.94,199474.61,74.16,Série A,IoT,Baixo
2022,6,2022-06-01,Nordeste,MA,São Luís,Startup_054,Fintech,597,149813.5,78020.32,56.76,Ideação,SaaS,Baixo
2022,6,2022-06-01,Nordeste,PB,João Pessoa,Startup_028,Retailtech,738,580766.15,84654.86,12.78,Seed,Blockchain,Disruptivo
2022,6,2022-06-01,Centro-Oeste,DF,Brasília,Startup_093,Agritech,576,999597.55,200611.62,-14.48,Série B,SaaS,Médio
2022,6,2022-06-01,Centro-Oeste,GO,Goiânia,Startup_015,Edtech,502,94364.28,164583.79,20.21,Série A,Big Data,Alto
2022,6,2022-06-01,Centro-Oeste,GO,Aparecida de Goiânia,Startup_141,Edtech,437,1791820.44,155211.23,139.86,Ideação,Big Data,Baixo
2022,6,2022-06-01,Centro-Oeste,MT,Cuiabá,Startup_126,Retailtech,285,12835.16,90368.02,130.95,Seed,Big Data,Baixo
2022,6,2022-06-01,Centro-Oeste,MS,Campo Grande,Startup_120,Edtech,675,116354.22,82343.84,14.69,Seed,SaaS,Disruptivo
2022,6,2022-06-01,Sudeste,SP,São Paulo,Startup_010,Retailtech,378,1074127.76,177346.62,147.13,Seed,Blockchain,Baixo
2022,6,2022-06-01,Sudeste,SP,Campinas,Startup_088,Healthtech,317,491986.29,11366.92,-1.25,Scale-up,Big Data,Alto
2022,6,2022-06-01,Sudeste,SP,Ribeirão Preto,Startup_015,Edtech,415,418711.45,75589.52,-17.92,Seed,IA,Disruptivo
2022,6,2022-06-01,Sudeste,RJ,Rio de Janeiro,Startup_075,Healthtech,736,104097.24,471797.68,74.44,Série B,Cloud,Médio
2022,6,2022-06-01,Sudeste,RJ,Niterói,Startup_036,IA,330,286845.56,142771.08,97.97,Ideação,IA,Médio
2022,6,2022-06-01,Sudeste,RJ,Nova Iguaçu,Startup_094,Agritech,679,38935.99,60738.2,80.2,Scale-up,Blockchain,Baixo
2022,6,2022-06-01,Sudeste,RJ,Petrópolis,Startup_068,Healthtech,237,91876.47,68186.61,92.58,Scale-up,Blockchain,Alto
2022,6,2022-06-01,Sudeste,MG,Belo Horizonte,Startup_151,IA,401,31999.9,381589.05,100.46,Série B,Cloud,Baixo
2022,6,2022-06-01,Sudeste,MG,Uberlândia,Startup_086,Fintech,251,277345.2,130120.82,148.35,Série B,Blockchain,Alto
2022,6,2022-06-01,Sudeste,MG,Juiz de Fora,Startup_068,Healthtech,690,489104.45,171030.15,127.35,Série B,IoT,Alto
2022,6,2022-06-01,Sudeste,ES,Vitória,Startup_002,Fintech,154,157752.47,83313.01,100.52,Scale-up,Cloud,Baixo
2022,6,2022-06-01,Sudeste,ES,Vila Velha,Startup_005,Healthtech,233,76382.29,151111.19,107.3,Série B,IoT,Alto
2022,6,2022-06-01,Sudeste,ES,Serra,Startup_124,Retailtech,539,50249.36,124810.07,127.5,Scale-up,IA,Disruptivo
2022,6,2022-06-01,Sul,PR,Curitiba,Startup_085,Healthtech,241,52333.58,118130.76,74.12,Ideação,Blockchain,Disruptivo
2022,6,2022-06-01,Sul,PR,Londrina,Startup_112,Agritech,103,171212.93,114755.71,146.58,Scale-up,Big Data,Alto
2022,6,2022-06-01,Sul,SC,Florianópolis,Startup_053,IA,168,45327.39,57455.13,24.92,Série B,Cloud,Alto
2022,6,2022-06-01,Sul,SC,Joinville,Startup_111,Agritech,148,45118.95,153778.97,48.33,Série A,SaaS,Alto
2022,6,2022-06-01,Sul,RS,Porto Alegre,Startup_191,IA,367,51857.32,210974.95,156.69,Ideação,SaaS,Disruptivo
2022,6,2022-06-01,Sul,RS,Caxias do Sul,Startup_163,Edtech,297,202640.26,3652794.88,162.39,Ideação,Big Data,Baixo
2022,7,2022-07-01,Norte,AM,Manaus,Startup_154,Healthtech,282,364014.54,90091.12,62.46,Seed,SaaS,Disruptivo
2022,7,2022-07-01,Norte,PA,Belém,Startup_056,Retailtech,734,141663.24,41011.05,11.92,Scale-up,Cloud,Disruptivo
2022,7,2022-07-01,Norte,PA,Santarém,Startup_071,Retailtech,742,154473.7,83711.76,60.76,Seed,IA,Alto
2022,7,2022-07-01,Norte,RO,Porto Velho,Startup_186,Fintech,276,170787.24,476455.23,13.8,Série A,SaaS,Médio
2022,7,2022-07-01,Norte,TO,Palmas,Startup_196,Healthtech,738,369111.47,249328.32,135.58,Seed,IoT,Disruptivo
2022,7,2022-07-01,Nordeste,BA,Salvador,Startup_063,Retailtech,428,135527.16,160959.35,28.39,Série B,Blockchain,Disruptivo
2022,7,2022-07-01,Nordeste,BA,Feira de Santana,Startup_045,IA,341,309963.54,93332.94,170.68,Scale-up,Cloud,Disruptivo
2022,7,2022-07-01,Nordeste,PE,Recife,Startup_122,Agritech,283,568047.6,96350.47,22.37,Série B,SaaS,Disruptivo
2022,7,2022-07-01,Nordeste,PE,Jaboatão dos Guararapes,Startup_036,Edtech,379,188097.1,279381.15,12.92,Scale-up,Blockchain,Baixo
2022,7,2022-07-01,Nordeste,CE,Fortaleza,Startup_178,Edtech,650,621946.62,35750.53,0.54,Ideação,Cloud,Médio
2022,7,2022-07-01,Nordeste,CE,Juazeiro do Norte,Startup_020,IA,130,409754.94,38990.54,138.26,Scale-up,SaaS,Médio
2022,7,2022-07-01,Nordeste,MA,São Luís,Startup_080,Retailtech,100,242199.56,236796.78,105.36,Série A,Big Data,Disruptivo
2022,7,2022-07-01,Nordeste,PB,João Pessoa,Startup_197,IA,285,220667.33,198275.38,113.72,Seed,SaaS,Médio
2022,7,2022-07-01,Centro-Oeste,DF,Brasília,Startup_077,Agritech,222,314369.16,337119.9,96.56,Seed,IoT,Baixo
2022,7,2022-07-01,Centro-Oeste,GO,Goiânia,Startup_052,Healthtech,554,133447.26,103948.47,31.11,Série A,IoT,Disruptivo
2022,7,2022-07-01,Centro-Oeste,GO,Aparecida de Goiânia,Startup_045,Retailtech,94,115729.67,315881.49,69.48,Ideação,Blockchain,Disruptivo
2022,7,2022-07-01,Centro-Oeste,MT,Cuiabá,Startup_146,Healthtech,408,117015.75,42876.35,32.85,Série A,IoT,Baixo
2022,7,2022-07-01,Centro-Oeste,MS,Campo Grande,Startup_001,Retailtech,769,924993.08,333127.09,169.89,Série B,SaaS,Médio
2022,7,2022-07-01,Sudeste,SP,São Paulo,Startup_081,Edtech,279,609069.1,89822.35,21.3,Série A,SaaS,Disruptivo
2022,7,2022-07-01,Sudeste,SP,Campinas,Startup_101,Retailtech,204,216421.06,366913.21,72.14,Série B,IoT,Disruptivo
2022,7,2022-07-01,Sudeste,SP,Ribeirão Preto,Startup_037,Retailtech,173,233097.68,208547.75,-8.67,Série A,Blockchain,Alto
2022,7,2022-07-01,Sudeste,RJ,Rio de Janeiro,Startup_092,Healthtech,636,241946.02,862932.19,-18.63,Ideação,Big Data,Alto
2022,7,2022-07-01,Sudeste,RJ,Niterói,Startup_065,Healthtech,64,195551.4,146333.86,174.62,Série B,IoT,Disruptivo
2022,7,2022-07-01,Sudeste,RJ,Nova Iguaçu,Startup_154,Healthtech,709,203451.39,436843.98,14.27,Scale-up,Cloud,Disruptivo
2022,7,2022-07-01,Sudeste,RJ,Petrópolis,Startup_009,IA,336,413399.75,97081.27,-11.97,Scale-up,SaaS,Disruptivo
2022,7,2022-07-01,Sudeste,MG,Belo Horizonte,Startup_036,Edtech,257,256649.2,86136.81,90.76,Seed,IA,Médio
2022,7,2022-07-01,Sudeste,MG,Uberlândia,Startup_014,Agritech,436,48639.09,553894.07,122.33,Ideação,Blockchain,Baixo
2022,7,2022-07-01,Sudeste,MG,Juiz de Fora,Startup_060,Agritech,75,836521.44,20623.76,90.4,Série A,Big Data,Baixo
2022,7,2022-07-01,Sudeste,ES,Vitória,Startup_116,Agritech,18,129424.37,62385.11,71.41,Série B,SaaS,Alto
2022,7,2022-07-01,Sudeste,ES,Vila Velha,Startup_165,Edtech,558,54871.19,107355.31,8.85,Série B,SaaS,Disruptivo
2022,7,2022-07-01,Sudeste,ES,Serra,Startup_005,Retailtech,478,146478.16,274424.37,145.73,Série A,IA,Disruptivo
2022,7,2022-07-01,Sul,PR,Curitiba,Startup_136,Fintech,209,124491.4,639144.27,17.51,Scale-up,Cloud,Médio
2022,7,2022-07-01,Sul,PR,Londrina,Startup_113,Agritech,4,712438.08,246753.43,-6.02,Série B,IoT,Disruptivo
2022,7,2022-07-01,Sul,SC,Florianópolis,Startup_069,Fintech,134,116182.41,152701.89,0.89,Seed,Blockchain,Disruptivo
2022,7,2022-07-01,Sul,SC,Joinville,Startup_177,IA,374,47927.85,88553.36,141.68,Scale-up,Blockchain,Alto
2022,7,2022-07-01,Sul,RS,Porto Alegre,Startup_117,Edtech,625,274095.17,70119.3,142.67,Série A,SaaS,Médio
2022,7,2022-07-01,Sul,RS,Caxias do Sul,Startup_068,Fintech,539,73663.47,187348.61,105.11,Scale-up,Big Data,Baixo
2022,8,2022-08-01,Norte,AM,Manaus,Startup_046,IA,329,296897.82,210181.36,62.54,Série B,SaaS,Baixo
2022,8,2022-08-01,Norte,PA,Belém,Startup_002,Fintech,604,141443.44,34547.45,158.52,Seed,Cloud,Alto
2022,8,2022-08-01,Norte,PA,Santarém,Startup_075,Edtech,321,90168.88,94480.82,169.89,Ideação,IA,Disruptivo
2022,8,2022-08-01,Norte,RO,Porto Velho,Startup_138,Agritech,525,22287.14,107002.76,120.46,Ideação,IoT,Baixo
2022,8,2022-08-01,Norte,TO,Palmas,Startup_108,Agritech,234,135471.29,175543.77,176.05,Seed,SaaS,Alto
2022,8,2022-08-01,Nordeste,BA,Salvador,Startup_023,Fintech,541,266741.72,90670.04,55.05,Ideação,SaaS,Baixo
2022,8,2022-08-01,Nordeste,BA,Feira de Santana,Startup_174,Edtech,455,99300.63,363289.85,89.35,Seed,Blockchain,Baixo
2022,8,2022-08-01,Nordeste,PE,Recife,Startup_004,Retailtech,731,65299.4,175823.99,111.29,Série B,IA,Disruptivo
2022,8,2022-08-01,Nordeste,PE,Jaboatão dos Guararapes,Startup_137,Retailtech,206,101042.98,60789.02,4.53,Scale-up,IoT,Disruptivo
2022,8,2022-08-01,Nordeste,CE,Fortaleza,Startup_070,Healthtech,384,697644.95,45151.13,46.77,Seed,SaaS,Baixo
